group,name,count
m235,NORM,63
m235,PAUL,104
m235,POLICEMAN,3
m235,RINGO,75
m235,SECRETARY,4
m235,SERGEANT,9
m235,SHAKE,30
m235,SIMON,17
m236,BROUSSARD,48
m236,COMPUTER,10
m236,FAUST,47
m236,HUNTER,81
m236,MELKONIS,64
m236,ROBY,163
m236,STANDARD,224
m237,ACKLAND,11
m237,BEAUVAIS,4
m237,CASSIE,32
m237,DE VRIES,26
m237,DILLER,4
m237,DRISCOLL,5
m237,GUTTIEREZ,31
m237,HIROKO,72
m237,KAMEN,43
m237,MINH,4
m237,PARSONS,38
m237,REVNA,6
m237,YORK,7
m238,ADDISON,132
m238,BILL,144
m238,BIRDIE,37
m238,EVE,232
m238,GIRL,21
m238,KAREN,169
m238,LLOYD,96
m238,MARGO,314
m238,MAX,25
m238,MISS CASWELL,9
m238,OPERATOR'S VOICE,4
m238,PIANIST,4
m239,BERNSTEIN,190
m239,BOOKKEEPER,13
m239,BRADLEE,27
m239,CADDY,11
m239,CLAWSEN,4
m239,DAHLBERG,5
m239,DARDIS,5
m239,DEEP THROAT,29
m239,FOREIGN EDITOR,5
m239,HANNAH,7
m239,HUNT,3
m239,IRWIN,6
m239,JANE,5
m239,JUDGE,6
m239,MCCORD,5
m239,MITCHELL,9
m239,MRS. GRAHAM,10
m239,NATIONAL EDITOR,4
m239,ROSENFELD,42
m239,SECRETARY,9
m239,SEGRETTI,14
m239,SIMONS,22
m239,SLOAN,27
m239,SWEET OLD LADY,3
m239,WOODWARD,196
m24,BOBBIE,12
m24,CHULO,16
m24,COLE,47
m24,DEBBIE,63
m24,EXECUTIVE,5
m24,GARY,28
m24,ILENE,7
m24,JUMBO,9
m24,LARRY,18
m24,MANAGER,4
m24,MR. T,3
m24,MR. THOMERSON,32
m24,MRS. THOMERSON,11
m24,O'NEILL,46
m24,PHOEBE,5
m24,RAJAH,6
m24,RICK,144
m24,RYKO,7
m24,SISTER MARY FRANCIS,3
m24,STAN,11
m24,WOMAN,3
m240,CHOIR TEACHER,4
m240,COACH MARSHALL,4
m240,COLLEGE CHICK,6
m240,FINCH,27
m240,HEATHER,46
m240,JESSICA,22
m240,JIM,117
m240,JIM'S DAD,14
m240,KEVIN,136
m240,KEVIN'S BROTHER,12
m240,MICHELLE,19
m240,NADIA,18
m240,OZ,113
m240,PORNOCHANNEL CHICK,5
m240,SHERMAN,4
m240,SOPHOMORE CHICK,5
m240,STIFLER,26
m240,STIFLER'S MOM,8
m240,VICKY,49
m241,AMY,25
m241,ANDY,155
m241,CHIEF,4
m241,CLAUDE,23
m241,COP,7
m241,DESK OFFICER,4
m241,GASTON,17
m241,LEDUC,24
m241,MARCEL,37
m241,SERAFINE,71
m241,TERRENCE,8
m242,ANASTASIA,6
m242,ANYA,66
m242,BARTOK,15
m242,DMITRI,67
m242,GREGOR,4
m242,NICHOLAS,3
m242,RASPUTIN,23
m242,SOPHIE,4
m242,TATIANA,32
m242,VLADIMIR,39
m243,1ST MAN,17
m243,2ND MAN,5
m243,ACTOR,4
m243,ACTRESS,4
m243,ALLISON,20
m243,ALVY,467
m243,ALVY'S FATHER,8
m243,ALVY'S MOTHER,6
m243,ALVY'S VOICE,5
m243,ALVY'S VOICEOVER,3
m243,ANNIE,365
m243,ANNIE'S VOICE,4
m243,ANNIE'S VOICEOVER,3
m243,DUANE,4
m243,GIRL DATE,4
m243,MAN IN LINE,11
m243,MOM HALL,7
m243,OFFICER,3
m243,REPORTER,11
m243,ROB,50
m243,ROBIN,17
m243,TEACHER,4
m243,TESSIE,3
m243,TONY,26
m244,AMERICA,5
m244,ASTRID,7
m244,CAL,21
m244,CLAIR,35
m244,GINA,29
m244,JEFFREY,4
m244,JERRY,41
m244,JOE,201
m244,JUDY,31
m244,MAC,32
m244,MONICA,68
m244,PANES,62
m244,RYAN,28
m244,SALLY,229
m244,SKYE,27
m244,SOPHIA,41
m245,AZTECA,14
m245,BALA,77
m245,BARBATUS,13
m245,CARPENTER,8
m245,FORMICA,43
m245,HANDMAIDEN #2,4
m245,MOTIVATIONAL COUNSELLOR,7
m245,QUEEN,13
m245,WEAVER,33
m245,Z,108
m246,BLONDE,7
m246,BUD,380
m246,DOBISCH,28
m246,DR. DREYFUSS,47
m246,FRAN,231
m246,KIRKEBY,44
m246,MARGIE,25
m246,MATUSCHKA,11
m246,MISS OLSEN,11
m246,MOFFETT,5
m246,MRS. DREYFUSS,11
m246,MRS. LIEBERMAN,9
m246,SHELDRAKE,139
m246,SYLVIA,14
m246,TOMMY,3
m246,VANDERHOF,6
m247,AGENT,22
m247,AUSTRALIAN,3
m247,CAPTAIN,18
m247,CHEF,34
m247,CHIEF,38
m247,CIVILIAN,8
m247,CLEAN,15
m247,COLBY,5
m247,COLONEL,9
m247,GASTON,15
m247,KILGORE,51
m247,KURTZ,29
m247,KURTZ'S WIFE,7
m247,LANCE,30
m247,LIEUTENANT,6
m247,MIKE,6
m247,MOONBY,11
m247,RADIO,3
m247,ROXANNE,16
m247,SERGEANT,5
m247,SOLDIER,13
m247,WILLARD,250
m248,ANNE MARIE,45
m248,CORBETT,114
m248,ERIC,126
m248,KENAI,8
m248,LEMALLE,11
m248,MEYERLING,12
m248,MITCHELL,11
m248,NEFF,21
m248,STATE POLICEMAN,3
m248,VIKING BOB,16
m248,WILDER,25
m249,BEVERLY,14
m249,CAROL,174
m249,CHERYL,3
m249,DOCTOR,6
m249,DR. BETTES,13
m249,FRANK,27
m249,HEAD WAITER,5
m249,JACKIE,6
m249,MELVIN,211
m249,NORA,3
m249,RAY,4
m249,SIMON,91
m249,SPENCER,5
m249,VINCENT,6
m249,ZOE,4
m25,AXE,22
m25,BRIAN,201
m25,CHIEF FITZGERALD,5
m25,DENNIS,6
m25,GRINDLE,5
m25,HELEN,30
m25,JENNIFER,51
m25,RICCO,6
m25,RONALD,26
m25,SHADOW,70
m25,STEPHEN,121
m25,SWAYZAK,17
m25,TIM,10
m25,WILLY,6
m250,BAIN,52
m250,CABBY,4
m250,CONTRACTOR/SCREEN,23
m250,ELECTRA,186
m250,ESCORT,15
m250,KETCHAM,24
m250,OFFICIAL,5
m250,RATH,274
m250,RATH/SCREEN,10
m250,WOMAN,4
m251,CHRIS,165
m251,DIPLOMAT,10
m251,DOUG,306
m251,HENRY,8
m251,HOLLY,60
m251,HONZA,9
m251,JAHN,15
m251,JAROSLAV,5
m251,JOSH,21
m251,KATKA,45
m251,LAWRENCE,7
m251,MIRA,16
m251,PAVEL,34
m251,STUDENT,4
m252,BELINDA,7
m252,CYNTHIA,30
m252,ERIC,11
m252,HAROLD,4
m252,JAMIE,159
m252,LANDON,239
m252,LUIS,3
m252,MR. KELLY,20
m252,REV. SULLIVAN,43
m253,BIFF,4
m253,CLERK,4
m253,DICK,4
m253,EILEEN,27
m253,GEORGE,28
m253,MARTY,153
m253,MR. ARKY,8
m253,N.R.C. AGENT REESE,5
m253,OPERATOR,7
m253,PROFESSOR EMMETT BROWN,73
m253,SUZY,6
m253,WAITRESS,5
m254,BOY,6
m254,CATO,13
m254,CLERK,3
m254,DEPUTY,13
m254,FATHER,7
m254,GIRL,5
m254,HOLLY,82
m254,KIT,161
m254,RICH MAN,8
m254,ROUGHNECK,5
m254,SHERIFF,3
m254,VISITOR,4
m255,BILLY,5
m255,BUCKAROO BANZAI,90
m255,BUCKAROO BANZAI ON TV,4
m255,CASPER LINDLEY,4
m255,JOHN BIGBOOTÉ,4
m255,JOHN O'CONNOR,5
m255,JOHN PARKER,6
m255,NATIONAL SECURITY MAN,3
m255,NEW JERSEY,4
m255,PENNY PRIDDY,40
m255,PERFECT TOMMY,31
m255,PRESIDENT WIDMARK,9
m255,PROF. HIKITA,9
m255,RAWHIDE,15
m255,RENO,21
m255,TV ANCHORWOMAN,4
m256,AUDREY,37
m256,BARTON,211
m256,CHARLIE,94
m256,CLERK,11
m256,DEUTSCH,25
m256,GARLAND,19
m256,GEISLER,21
m256,LIPNIK,31
m256,LOU,8
m256,MASTRIONOTTI,27
m256,MAYHEW,22
m256,VOICE,4
m257,AN I.A. MAN,8
m257,ANDREWS,6
m257,BETH,44
m257,CATHERINE,137
m257,CORRIGAN,6
m257,DETECTIVE,11
m257,GUS,66
m257,LT. WALKER,34
m257,NICK,243
m257,TALCOTT,4
m257,THE WOMAN,13
m258,ALBERT MILO,15
m258,ANDY WARHOL,24
m258,ANNINA NOSEI,12
m258,ARTIST #2,5
m258,BASQUIAT,183
m258,BENNY,29
m258,BIG PINK,5
m258,BRUNO,5
m258,CHRIS,6
m258,COUNTERMAN,4
m258,DRIVER,4
m258,GEORGE,4
m258,GINA,43
m258,GREG,6
m258,INTERVIEWER,19
m258,JACK MILO,4
m258,LESHKO,3
m258,MARY BOONE,5
m258,RAMMELLZEE,3
m258,RENE,20
m258,SHENGE,7
m258,STELLA,4
m258,TOXIC,4
m259,ALFRED,10
m259,BATMAN,17
m259,BRUCE,55
m259,CATWOMAN,27
m259,CHIP,4
m259,FAT CLOWN,5
m259,MAX,52
m259,PENGUIN,42
m259,SELINA,46
m26,ARIANE,20
m26,ELDERLY BLACK WOMAN,4
m26,FENCE,5
m26,JC,5
m26,JESUS,7
m26,LARGE,6
m26,LITE,18
m26,LT,55
m26,NUN,6
m26,PRIEST,5
m260,ALFRED,37
m260,BARBARA,26
m260,BATGIRL,9
m260,BATMAN,30
m260,BRUCE,68
m260,DICK,31
m260,FREEZE,30
m260,IVY,30
m260,JULIE,13
m260,MS. B. HAVEN,4
m260,PAMELA,14
m260,ROBIN,40
m260,WOODRUE,6
m261,ALFRED,45
m261,BATMAN,18
m261,BRUCE,112
m261,CHASE,65
m261,DICK,19
m261,EDWARD,25
m261,GUARD,5
m261,RIDDLER,19
m261,STICKLEY,5
m261,TWOFACE,25
m262,ALFRED,9
m262,BATMAN,27
m262,BRUCE,55
m262,DENT,5
m262,DRIVER,5
m262,ECKHARDT,5
m262,EDDIE,7
m262,GRISSOM,7
m262,JACK,13
m262,JOKER,24
m262,KNOX,51
m262,MAYOR,3
m262,NICK,7
m262,ROTELLI,3
m262,VICKI,97
m263,ALISON,33
m263,ANNIE,8
m263,BEAN,7
m263,BERNIE,20
m263,DAVID,104
m263,DOCTOR,3
m263,DOCTOR JACOBSON,3
m263,ELMER,4
m263,GRIERSON,35
m263,JENNIFER,13
m263,KEVIN,15
m263,NURSE,3
m263,REYNOLDS,5
m264,BEAVIS,96
m264,BEAVIS/CORNHOLIO,5
m264,BORK,21
m264,BUTTHEAD,103
m264,DALLAS,4
m264,DUMB GUY,6
m264,FLEMMING,29
m264,MARTHA,16
m264,MUDDY,12
m265,ADAM,118
m265,BARBARA,115
m265,BETELGEUSE,39
m265,CHARLES,40
m265,DELIA,42
m265,JANE,17
m265,JUNO,20
m265,LYDIA,91
m265,MAXIE,5
m265,OTHO,34
m265,RECEPTIONIST,4
m266,ALLENBY,53
m266,BALDWIN,3
m266,BILLINGS,4
m266,CHANCE,262
m266,COURTNEY,11
m266,DENNIS,5
m266,DENNIS' VOICE,6
m266,DUPONT,12
m266,EVE,102
m266,FIRST LADY,6
m266,FRANKLIN,44
m266,HAYES,14
m266,HULL,4
m266,JEFFREY,9
m266,JOHANNA,5
m266,KARPATOV,6
m266,KAUFMAN,14
m266,KINNEY,5
m266,LOUISE,13
m266,MRS. AUBREY,6
m266,NOVOGROD,5
m266,PRESIDENT,47
m266,RAND,65
m266,SKRAPINOV,26
m266,SMYTHE,4
m266,SOPHIE,4
m266,STIEGLER,5
m266,WILSON,7
m267,AGENT,3
m267,CABBIE,6
m267,CRAIG,179
m267,DON,5
m267,ELIJAH,5
m267,ERROLL,9
m267,FLEMMER,17
m267,FLORIS,15
m267,HARRY S. TRUMAN PUPPET,3
m267,KEVIN BACON,7
m267,LESTER,72
m267,LOTTE,109
m267,MALKOVICH,77
m267,MANTINI,9
m267,MAXINE,103
m267,MERTIN,3
m267,TINY WOMAN,4
m267,WENDY,4
m267,WOMAN #1,3
m268,BABY SUGGS,27
m268,BELOVED,16
m268,DENVER,52
m268,ELLA,29
m268,JANEY,14
m268,LADY JONES,4
m268,PAUL,40
m268,SAWYER,4
m268,SETHE,43
m268,STAMP PAID,70
m268,WHITE MAN,4
m269,ALLAN,3
m269,BLOND MAN,4
m269,BRANDT,14
m269,CHIEF,4
m269,DA FINO,8
m269,DIETER,6
m269,DONNELLY,10
m269,DONNY,39
m269,DRIVER,4
m269,DUDE,342
m269,LEBOWSKI,34
m269,MAN,6
m269,MAUDE,55
m269,SMOKEY,8
m269,THE STRANGER,8
m269,TREEHORN,10
m269,VOICE,12
m269,WALTER,213
m269,WOO,6
m269,YOUNG MAN,17
m269,YOUNGER COP,7
m27,1/16TH BLACK,7
m27,AUDIENCE,5
m27,BIG BLACK,30
m27,CHEEBA,38
m27,DELACROIX,208
m27,DOT,6
m27,DUNWITTY,61
m27,GARY BYRD,4
m27,HONEYCUTT,7
m27,JUKKA,9
m27,JUNEBUG,19
m27,MANRAY,30
m27,MANTAN,101
m27,MONA,3
m27,MYRNA,5
m27,ORCHID,23
m27,SLEEP 'N EAT,32
m27,SLOAN,101
m27,TAVIS SMILEY,11
m270,BUCKY,5
m270,LEE,6
m271,BLADE,70
m271,CHUPA,6
m271,DAMASKINOS,14
m271,NOMAK,3
m271,NURSE,4
m271,NYSSA,42
m271,REINHARDT,5
m271,SCUD,22
m271,STEVENS,4
m271,WHISTLER,39
m272,BLADE,88
m272,CURTIS,10
m272,DRAGONETTI,8
m272,FROST,31
m272,KAM,3
m272,KAREN,88
m272,MIRACIA,10
m272,VANESSA,6
m272,WHISTLER,31
m273,ANNA,91
m273,COTTER,153
m273,DOMINI,60
m273,HEATHER,134
m273,INTERN,5
m273,MAN'S VOICE,4
m273,NICK,131
m273,SID,10
m273,WOMAN'S VOICE,7
m274,ABBY,58
m274,DEBRA,9
m274,KYLE,4
m274,MAN,15
m274,MARTY,57
m274,MEURICE,42
m274,RAY,55
m274,RHODES,5
m274,VISSER,30
m274,WOMAN,17
m275,AUNT BARBARA,8
m275,BEN,9
m275,DETECTIVE WILLIAMS,31
m275,DOROTHY,114
m275,F.B.I. MAN,3
m275,FRANK,37
m275,JEFFREY,300
m275,MIKE,11
m275,MR. BEAUMONT,5
m275,MRS. BEAUMONT,14
m275,MRS. WILLIAMS,12
m275,RAYMOND,3
m275,SANDY,127
m275,YELLOW MAN,6
m276,ALESSANDRO,5
m276,AUGUSTO,14
m276,BARBARA,29
m276,CALIBANOS,6
m276,CESAR,11
m276,DEREK,26
m276,DETECTIVE #1,3
m276,DIEGO,76
m276,DR. BAY,4
m276,ERMINE,15
m276,ESCOBAR,26
m276,FRED,30
m276,GARCIA,4
m276,GEORGE,320
m276,GUS,3
m276,KEVIN,20
m276,KRISTINA,25
m276,LEON,4
m276,MIRTHA,37
m276,PROSECUTOR,4
m276,SANTIAGO,7
m276,TUNA,22
m277,2ND JOURNALIST,4
m277,3RD JOURNALIST,5
m277,ALGERIAN,6
m277,ALI,29
m277,ARNAUD,3
m277,ASSISTANT COMMISSIONER,4
m277,BEN M'HIDI,9
m277,EMPLOYEE,4
m277,GENERAL,5
m277,HACENE,5
m277,KADER,17
m277,MATHIEU,23
m277,MOURAD,5
m277,PETIT OMAR,4
m277,SERGEANT,6
m277,SOLDIER,3
m278,BIGGS,19
m278,CARDENAS,122
m278,DR. PALEY,20
m278,DR. TRAMMEL,9
m278,DR. WONG,9
m278,DULANEY,261
m278,ESTER,10
m278,JOANNE,59
m278,JUDGE BURNHAM,14
m278,KOEHLER,3
m278,MCCURDY,19
m278,MICHAEL,13
m278,MISS SELLERS,9
m278,REBECCA,84
m278,REESE,7
m278,ROSTON,26
m278,SATTLER,8
m278,SHARON,38
m278,TROXELL,6
m279,BETTY,19
m279,CAROLYN,45
m279,ELEANOR,11
m279,FRANCESCA,193
m279,GLADYS,6
m279,HENRY,5
m279,LAWYER,5
m279,MADGE,5
m279,MICHAEL,63
m279,MOTHER,4
m279,REPORTER,3
m279,RICHARD,13
m279,ROBERT,164
m28,ARMED GENTLEMAN,3
m28,CAPTAIN BEST,6
m28,CAPTAIN GALGENSTEIN,18
m28,CAPTAIN GROGAN,21
m28,CAPTAIN O'REILLY,7
m28,CHEVALIER,24
m28,COUNT,5
m28,COUNTESS,27
m28,DOROTHY,11
m28,HARRY,5
m28,HENRI,4
m28,LORD WEST,4
m28,MICHAEL,3
m28,MINISTER GALGENSTEIN,6
m28,MRS. O'REILLY,6
m28,NEWCOMBE,6
m28,PATRICK,8
m28,PRINCE,4
m28,PRUSSIAN OFFICER,6
m28,RODERICK,149
m28,SIR WILLIAM,11
m28,VALDEZ,4
m280,BILL,42
m280,BONES,36
m280,CINNABAR,41
m280,JASON,5
m280,JEREMIAH,42
m280,LUPOVICH,19
m280,MACK,20
m280,MAURICE,30
m280,PATRICK,76
m280,PEARL,50
m280,SAL,3
m280,SHOTGUN,7
m280,STANK,12
m280,TIA,6
m280,WEAZE,4
m281,CAESAR,139
m281,COP #1,12
m281,CORKY,143
m281,GINO,14
m281,JOHNNIE,22
m281,MICKEY,32
m281,VIOLET,217
m282,ABBOTT,19
m282,BOURNE,157
m282,CLERK,11
m282,CONKLIN,44
m282,DEPUTY DCM,3
m282,GIANCARLO,9
m282,MANAGER/PHONE,9
m282,MARIE,100
m282,MORGUE BOSS,5
m282,OPERATOR/PHONE,5
m282,PROFESSOR,9
m282,RAWLINS,9
m282,RESEARCH TECH #1,5
m282,SECURITY CHIEF,3
m282,THE MAN,8
m282,WOMAN CLERK,5
m282,WOMBOSI,5
m282,ZORN,8
m283,DOWSER,22
m283,GENT,6
m283,GIRL,4
m283,GIRL BUTTLE,3
m283,HELPMANN,20
m283,INTERVIEWER,7
m283,JACK,66
m283,JILL,74
m283,KURTZMAN,30
m283,LIME,12
m283,MATTHEWS,3
m283,MOTHER,19
m283,MRS BUTTLE,4
m283,MRS TERRAIN,10
m283,PHONE VOICE,5
m283,PORTER,15
m283,SAM,268
m283,SPIRO,12
m283,SPOOR,30
m283,TUTTLE,15
m284,CAPT. BARNEY,10
m284,CARLOS,9
m284,COATES,22
m284,DISPATCHER LOVE,6
m284,DRUMMER,4
m284,FRANK,194
m284,HAZMAT,12
m284,KANITA,4
m284,LARRY,30
m284,MARCUS,43
m284,MARY,66
m284,NOEL,9
m284,RADIO DISPATCHER,5
m284,ROSE/MARY,4
m284,WALLS,33
m285,AARON,163
m285,BILL,9
m285,BLAIR,17
m285,BOBBIE,6
m285,BUDDY,31
m285,CAMERAMAN,4
m285,ERNIE,22
m285,FATHER,4
m285,GERALD,8
m285,J.D.,4
m285,JANE,224
m285,JENNIFER,10
m285,PAUL,7
m285,TOM,204
m285,WIFE,6
m285,YOUNG WOMAN,4
m286,ALICE,24
m286,ART,7
m286,CARLA,71
m286,CUFF,19
m286,LEONARD,67
m286,LINK,16
m286,LOU,33
m286,MAXWELL,23
m286,MAYOLIA,12
m286,MRS. SWICKER,13
m286,PLUMP MAN,6
m286,WALTER,173
m287,AMILYN,5
m287,ANDY,11
m287,BENNY,20
m287,BIKER,4
m287,BUFFY,230
m287,BUFFY'S MOM,5
m287,CASSANDRA,11
m287,GIRL,4
m287,GRUELLER,5
m287,JEFFREY,33
m287,JENNIFER,29
m287,KIMBERLY,43
m287,LOTHOS,17
m287,MAN,6
m287,MERRICK,95
m287,NICOLE,45
m287,PIKE,82
m287,WALLY,4
m287,ZEPH,6
m288,ANNIE,145
m288,BOBBY,5
m288,CRASH,138
m288,EBBY,20
m288,FATHER,3
m288,JACKSON,7
m288,JIMMY,3
m288,JOSE,4
m288,LARRY,17
m288,MILLIE,10
m288,NUKE,126
m288,NUKE'S FATHER,4
m288,SANDY,4
m288,SKIP,28
m288,TONY,4
m288,UMPIRE,10
m289,ACE,465
m289,AL,6
m289,AMY,11
m289,AUSTIN,3
m289,BANKER,4
m289,BORELLI,6
m289,CHARLIE CLARK,14
m289,COP #1,30
m289,COP #2,8
m289,COWBOY,9
m289,DETECTIVE JOHNSON,5
m289,DOMINICK,5
m289,EDDY,7
m289,FBI AGENT #10,3
m289,FBI AGENT #2,3
m289,FEMALE NEWSCASTER,6
m289,FRANKIE AVALON,4
m289,GAGGI,35
m289,GINGER,258
m289,GREEN,8
m289,HIGH ROLLER,11
m289,HOTEL RECEPTIONIST,4
m289,JENNIFER,20
m289,JERRY,4
m289,JOE,3
m289,LESTER,48
m289,LITTLE NICKY,4
m289,MARINO,65
m289,NICKY,323
m289,OSCAR,3
m289,PISCANO,21
m289,PISCANO'S MOTHER,13
m289,PISCANO'S WIFE,3
m289,SECURITY GUARD #1,5
m289,SENATOR,15
m289,SHERBERT,22
m289,SIGNALER,6
m289,STAGE MANAGER,8
m289,STONE,14
m289,TONY,8
m289,TONY DOGS,4
m289,WARD,17
m289,WEBB,11
m289,WINNER,8
m29,BARTENDER,5
m29,CHILDS,21
m29,DUNBAR,87
m29,HARDY,208
m29,KENDALL,71
m29,MUELLER,34
m29,OSBORNE,137
m29,PIKE,46
m29,SERGEANT,5
m29,STYLES,49
m29,THE CADETS,4
m29,WEST,11
m290,ADONIS,12
m290,BROCK,58
m290,CACTUS,26
m290,CAPTAIN GOD,39
m290,CATWOMAN,26
m290,FEMALE EXEC CAT,5
m290,FRANK,8
m290,HOUSECAT,3
m290,LANE,44
m290,LIBRARY CLERK,3
m290,MOM,14
m290,SELINA,89
m290,SPOOKY,26
m291,2ND DRIVER,3
m291,CAITLIN,22
m291,COP'S VOICE,3
m291,GRILLO,21
m291,KLINGER,21
m291,LENORE,204
m291,LENORE'S VOICE,4
m291,MALE VOICE,40
m291,NELSON,40
m291,OFFICER GRILLO,4
m291,THEO,339
m291,TRUCKER,8
m291,VOICE,4
m292,COL,29
m292,DAVE,16
m292,DEVEROUX,13
m292,DIL,247
m292,FERGUS,372
m292,FRANKNUM,3
m292,JODY,121
m292,JUDE,62
m292,MAGUIRE,42
m292,TOMMY,6
m293,ADAM,68
m293,BARTHOLOMEW,69
m293,BARTHOLOMEW'S VOICE,7
m293,CRUIKSHANK,17
m293,DYLE,97
m293,FÉLIX,14
m293,GIDEON,17
m293,GRANDPIERRE,23
m293,JEANLOUIS,13
m293,PETER,78
m293,REGGIE,386
m293,REGGIE'S VOICE,8
m293,SCOBIE,21
m293,SYLVIE,23
m293,TEX,28
m294,ANNETTE,4
m294,BEN,11
m294,BRENT,64
m294,CARETAKER,14
m294,CINDY,11
m294,DAD,4
m294,DEPUTY,10
m294,JIMMY,5
m294,JODY,141
m294,KENNY,39
m294,KILLER,8
m294,LEONARD,18
m294,MARGE,32
m294,MARK,7
m294,MISS DUNLOP,8
m294,NERD 1,4
m294,NERD 2,4
m294,POLICEMAN,5
m294,ROD,10
m294,SANDY,43
m294,SHARON,5
m294,STACY,10
m294,TOM,12
m295,ARLO,425
m295,BIG RANGER,5
m295,BRYNNER,176
m295,CARL,4
m295,DARLENE,21
m295,DENNIS,8
m295,GOMEZ,14
m295,HEMMINGS,6
m295,ICE CREAM ANDY,4
m295,LEWIS,15
m295,LONG,87
m295,MASON,436
m295,MASON & ARLO,6
m295,PAPPAS,45
m295,PUMPER,6
m295,SCENE,62
m295,SWEENEY,7
m295,VAUGHN,13
m295,VITELLI,58
m296,BARNEY,5
m296,CLERK,6
m296,CROSS,52
m296,CROSS' VOICE,5
m296,CURLY,23
m296,DUFFY,4
m296,EMMA,8
m296,ESCOBAR,63
m296,EVELYN,151
m296,GITTES,428
m296,IDA'S VOICE,7
m296,MORTY,7
m296,MRS. MULWRAY,9
m296,OTHER CUSTOMER,4
m296,PALMER,8
m296,PILOT,12
m296,RAINMAKER,4
m296,SECRETARY,13
m296,SOPHIE,4
m296,SOPHIE'S VOICE,3
m296,THE BOY,4
m296,VOICE ON PHONE,3
m296,WALSH,11
m296,WALSH'S VOICE,5
m296,YELBURTON,19
m296,YOUNG WOMAN,5
m297,ALFREDO,53
m297,ELENA,24
m297,MARIA,8
m297,PRIEST,5
m297,SALVATORE,76
m297,SPACCAFICO,5
m298,BERNSTEIN,77
m298,CARTER,15
m298,CITY EDITOR,14
m298,DR. COREY,3
m298,EMILY,33
m298,KANE,221
m298,KANE SR.,7
m298,LELAND,93
m298,MATISTI,3
m298,MRS. KANE,10
m298,PHOTOGRAPHER,5
m298,RAWLSTON,6
m298,RAYMOND,19
m298,REILLY,5
m298,ROGERS,12
m298,SUSAN,76
m298,THATCHER,13
m298,THE CAPTAIN,4
m298,THE PRESIDENT,5
m298,THIRD NEWSPAPERMAN,3
m298,THOMPSON,51
m299,ACTIVIST,25
m299,CAITLIN,84
m299,CORONER,8
m299,CUSTOMER,41
m299,DANTE,537
m299,GIRL 1,8
m299,GIRL 2,4
m299,HEATHER,22
m299,IMPATIENT CUSTOMER,5
m299,INDECISIVE CUSTOMER,9
m299,JAY,47
m299,JOHN,5
m299,MAN,4
m299,OLD MAN,17
m299,RANDAL,300
m299,SANFORD,7
m299,SUITED MAN,10
m299,TRAINER,31
m299,V.A. CUSTOMER,9
m299,VERONICA,109
m299,WILLAM,4
m3,B20,7
m3,BOWMAN,58
m3,C12,6
m3,CHILD,10
m3,COPILOT,4
m3,ELENA,7
m3,FLOYD,56
m3,HAL,38
m3,MICHAELS,7
m3,MILLER,5
m3,PILOT,14
m3,POOLE,49
m3,SMYSLOV,11
m30,AMOS,15
m30,BEAMEN,10
m30,DON PRICE,7
m30,DR. BENNETT,9
m30,EDWARD,142
m30,JENNY,29
m30,JOSEPHINE,35
m30,KARL,9
m30,NORTHER WINSLOW,10
m30,SANDRA,41
m30,WILL,100
m300,BRETT,6
m300,DELMAR,6
m300,EVAN,7
m300,FRANK,11
m300,GABE,147
m300,HAL,61
m300,JESSIE,109
m300,KYNETTE,4
m300,MATHESON,4
m300,QUALEN,54
m300,SARAH,14
m300,TRAVERS,40
m300,WRIGHT,6
m301,ALEX,183
m301,CATLADY,6
m301,CHECKIN,5
m301,CHIEF GUARD,36
m301,DELTOID,13
m301,DIM,20
m301,DOLIN,8
m301,DR. BRANOM,15
m301,DR. BRODSKY,6
m301,DR. TAYLOR,19
m301,EM,11
m301,GEORGIE,11
m301,GOVERNOR,9
m301,LARDFACE,12
m301,MINISTER,23
m301,MR. ALEXANDER,18
m301,PEE,18
m301,PRIEST,12
m301,RUBINSTEIN,9
m301,TRAMP,10
m302,ANNIE,35
m302,COP #1,7
m302,DANIEL,16
m302,DMITRI,13
m302,HELLER,22
m302,IDA,16
m302,KID #1,3
m302,LENNY,14
m302,MAN,3
m302,MAX,223
m302,MULDOON,15
m302,PEDROSA,7
m302,VINCENT,201
m302,WOMAN,3
m303,COP,4
m303,CYNIC,10
m303,FLIP,8
m303,JERRY,188
m303,JONAS,42
m303,LAWYER,5
m303,LIZA,218
m303,LOWRY,30
m303,OPERATOR,4
m303,WILSON,7
m304,A.T.L.,5
m304,CHAIRMAN,5
m304,DRUMLIN,53
m304,ELLIE,252
m304,HADDEN,25
m304,JEANCLAUDE,4
m304,JOSS,68
m304,KENT,13
m304,KITZ,22
m304,LUNACHARSKY,6
m304,PETER,37
m304,PRESIDENT LASKER,10
m304,PROJECT OFFICIAL,5
m304,TED,32
m304,WILLIE,5
m305,ALIBI,8
m305,ARLETTA,17
m305,BLIND DICK,6
m305,BOSS PAUL,18
m305,CAPTAIN,5
m305,DOGBOY,4
m305,DRAGLINE,83
m305,GAMBLER,15
m305,KOKO,51
m305,LUKE,77
m305,SOCIETY RED,21
m305,TATTOO,8
m306,ANDY,36
m306,ATTORNEY,8
m306,CONRAD,16
m306,DARYLL,10
m306,HELEN,160
m306,M.J.,171
m306,MIKE,5
m306,NIKKO,16
m306,PETER,19
m306,QUINN,39
m306,RUBEN,59
m306,SAKS,10
m306,SUSAN,4
m306,WOMAN,5
