group,name,Counter,radius
10,почему ты не работаешь сегодня,2,4.0
10,почему ты так,3,6.0
10,почему ты такой,3,6.0
10,почему у тебя голос мужской,2,4.0
10,почему член,2,4.0
10,почему шепотом,2,4.0
10,почему я,2,4.0
10,почему я веселый такой,3,6.0
10,почему я здесь,3,6.0
10,почему я люблю серёжу,2,4.0
10,почесать,2,4.0
10,почта,2,4.0
10,почувствуй силу,2,4.0
10,пошел,8,10.0
10,пошел на,2,4.0
10,пошел нах,2,4.0
10,пошел нахуй,5,8.0
10,пошли,11,12.0
10,пошли в,2,4.0
10,пошли гулять,2,4.0
10,пошли лесной тропой куда-то далеко,2,4.0
10,пошли пошли,2,4.0
10,пошли сюда,3,6.0
10,поэтому,2,4.0
10,поэтому я всех люблю,2,4.0
10,поют,2,4.0
10,поют сирены,3,6.0
10,права,3,6.0
10,правда,2,4.0
10,правда работает,2,4.0
10,правду,3,6.0
10,правил,2,4.0
10,правильно,4,7.0
10,правильно молодец,2,4.0
10,правильно правильно жить по совести,2,4.0
10,править,2,4.0
10,православная,3,6.0
10,прагматик,3,6.0
10,праздник,8,10.0
10,праздник к нам приходит,2,4.0
10,прапр,2,4.0
10,превысокомногорассмотрительствующий,4,7.0
10,предать меня,2,4.0
10,предать меня на флешке,2,4.0
10,предать меня на флешке презрение я на твоей останусь стороне речи есть свои,2,4.0
10,предварительная,2,4.0
10,предварительная печать,4,7.0
10,предлагаю пройти в бар,2,4.0
10,предприниматель,3,6.0
10,предскажи будущее,3,6.0
10,предсказание,3,6.0
10,предсказания,3,6.0
10,презентация,2,4.0
10,презентация на тему,2,4.0
10,президент,4,7.0
10,президента,3,6.0
10,президентом,2,4.0
10,прекрасна,7,10.0
10,прекрасная,4,7.0
10,прекрасная погода,5,8.0
10,прекрасно,13,13.0
10,прекрасное,2,4.0
10,прекрасный,4,7.0
10,прекрасный праздник,2,4.0
10,прекрати,5,8.0
10,прелесть,5,8.0
10,прелесть прелесть прелесть,2,4.0
10,прелесть прелесть прелесть прелесть прелесть прелесть,2,4.0
10,пренебрежение пренебрежение,3,6.0
10,преподаватель,2,4.0
10,пресеты работаешь,2,4.0
10,престидижитатор,4,7.0
10,при,3,6.0
10,при высоком много рассматривающий,4,7.0
10,при высоком новгород,2,4.0
10,при луне,2,4.0
10,привет,895,34.0
10,привет denis,3,6.0
10,привет oracle,3,6.0
10,привет radisson,2,4.0
10,привет андрей,3,6.0
10,привет буфет,2,4.0
10,привет говорит,2,4.0
10,привет говорю,3,6.0
10,привет давай сыграем в игру,4,7.0
10,привет дорогой,2,4.0
10,привет дорогой друг,2,4.0
10,привет если что ты хочешь мне сказать,2,4.0
10,привет еще раз россия 1,2,4.0
10,привет и пока,2,4.0
10,привет из москвы,2,4.0
10,привет как,9,11.0
10,привет как дела,12,12.0
10,привет как дела что нового как настроение,2,4.0
10,привет как дела эй апельсин яблоко,2,4.0
10,привет как оно ничего ничего,2,4.0
10,привет как проходит сегодняшний день,2,4.0
10,привет как твои дела,2,4.0
10,привет как тебя зовут,4,7.0
10,привет как ты,3,6.0
10,привет как ты поживаешь,2,4.0
10,привет как у тебя дела,2,4.0
10,привет кать,2,4.0
10,привет катя,5,8.0
10,привет кто ты,7,10.0
10,привет кто ты и как тебя зовут,2,4.0
10,привет мадам,2,4.0
10,привет мадам хочу воевать,2,4.0
10,привет медвед,3,6.0
10,привет меня,2,4.0
10,привет меня зовут дима,2,4.0
10,привет меня зовут лиза,2,4.0
10,привет мы,2,4.0
10,привет надежда,3,6.0
10,привет надя,2,4.0
10,привет наташа,2,4.0
10,привет наташа привет наташа,2,4.0
10,привет олег,2,4.0
10,привет перхушково,2,4.0
10,привет песня,5,8.0
10,привет питер,3,6.0
10,привет пиши,9,11.0
10,привет привет,30,17.0
10,привет привет привет,6,9.0
10,привет привет привет как дела,2,4.0
10,привет привет привет привет,5,8.0
10,привет привет привет привет привет привет,2,4.0
10,привет расскажи про мою душу,2,4.0
10,привет ромашки гостей 2013,2,4.0
10,привет сири,7,10.0
10,привет слушай я 1,2,4.0
10,привет смерть,2,4.0
10,привет стихи,20,15.0
10,привет стихи что ты хочешь,5,8.0
10,привет стихи что ты хочешь мне сказать,6,9.0
10,привет танюха,2,4.0
10,привет ты знаешь сири,2,4.0
10,привет ты фильм,2,4.0
10,привет что ты хочешь мне сказать,2,4.0
10,привет чувак,3,6.0
10,привет чуваки,2,4.0
10,привет я тимофей,2,4.0
10,привет-привет кто ты кто ты,2,4.0
10,приветик,15,14.0
10,приветик метро в микрофон,2,4.0
10,приветики,9,11.0
10,приветствие,2,4.0
10,приветствуем pc,2,4.0
10,приветствую,8,10.0
10,приветствую тебя,3,6.0
10,приготовила сегодня,2,4.0
10,приготовить,3,6.0
10,приду,4,7.0
10,прием,12,12.0
10,прием прием,5,8.0
10,приехал,2,4.0
10,приехал из калининграда,2,4.0
10,приехал из калининграда немного лет,2,4.0
10,приехал сегодня,2,4.0
10,приехала,3,6.0
10,приехали,3,6.0
10,прикол,8,10.0
10,приколы,7,10.0
10,прикольная,8,10.0
10,прикольная тема,3,6.0
10,прикольно,9,11.0
10,прикольные,2,4.0
10,прикольные приколы лолс ру,2,4.0
10,прилетит вдруг волшебник,2,4.0
10,прилетит вдруг волшебник в голубом вертолете,2,4.0
10,принес,2,4.0
10,принимать,6,9.0
10,приносит,2,4.0
10,приносить,2,4.0
10,принц,2,4.0
10,принцесса,3,6.0
10,принцессы не какают,2,4.0
10,принцип,2,4.0
10,принцип суперпозиции,3,6.0
10,принёс,2,4.0
10,природа,4,7.0
10,природа отдохнула,2,4.0
10,природа отдохнула на моей сестре,2,4.0
10,природоведение,3,6.0
10,приступай,3,6.0
10,приходи ко мне в гости,3,6.0
10,приходит,2,4.0
10,приходите еще,2,4.0
10,пришла,2,4.0
10,пришла пришла,2,4.0
10,пришли,8,10.0
10,пришло пришло,2,4.0
10,приятно,3,6.0
10,приятно мне,3,6.0
10,про,6,9.0
10,про волнистую,2,4.0
10,про звезд,2,4.0
10,про звезды,2,4.0
10,про любовь,4,7.0
10,про него,2,4.0
10,про себя,2,4.0
10,про тебя про себя,2,4.0
10,про тебя про тебя про меня,2,4.0
10,проблемы,2,4.0
10,проверка,6,9.0
10,проговаривает,2,4.0
10,программ,3,6.0
10,программа,6,9.0
10,программирование,2,4.0
10,программу,2,4.0
10,программы,3,6.0
10,продам гараж,3,6.0
10,продолжать,2,4.0
10,прожитых под светом звезды по имени солнце,2,4.0
10,произойдет,2,4.0
10,произошла,2,4.0
10,произошла ошибка,3,6.0
10,происходит,9,11.0
10,пройти,2,4.0
10,пройти на второй этаж,2,4.0
10,прокофьева,3,6.0
10,прокрастинация,11,12.0
10,прокрастинация прокрастинировать,2,4.0
10,пропаганда,3,6.0
10,пропала звездное небо,3,6.0
10,прописки нет,2,4.0
10,пророчества которые обращались,2,4.0
10,пророчество,2,4.0
10,просвети пожалуйста,2,4.0
10,просвирнин,2,4.0
10,просила,2,4.0
10,просо,2,4.0
10,проспект что,2,4.0
10,прости,7,10.0
10,проститутка,2,4.0
10,проститутки,7,10.0
10,просто,14,13.0
10,просто желез,2,4.0
10,просто не молчи,2,4.0
10,просто повторяй,3,6.0
10,просто повторяй за,2,4.0
10,просто повторяй за мной,3,6.0
10,просто улет,2,4.0
10,просто улет отвал башки,2,4.0
10,простой,3,6.0
10,пространство,4,7.0
10,простуда,5,8.0
10,протон,2,4.0
10,прототип 2,2,4.0
10,прототип 2 черные пистолеты,2,4.0
10,профессор лопух,2,4.0
10,проходим,2,4.0
10,проходим мимо,3,6.0
10,проходит,3,6.0
10,процесс,2,4.0
10,процесс пошел,2,4.0
10,прочитать,2,4.0
10,прошло,2,4.0
10,прошло или нет,2,4.0
10,прошу,2,4.0
10,прощай,9,11.0
10,прощальный,3,6.0
10,прощаю,2,4.0
10,прощаю тебя,2,4.0
10,прощаюсь,2,4.0
10,пруд,2,4.0
10,прыгать выше головы,3,6.0
10,прыжок с переподвыподвертом,3,6.0
10,прям музыка,2,4.0
10,прямо,2,4.0
10,прячься под шляпой когда тебя еще,2,4.0
10,психея,10,12.0
10,психиатрия,3,6.0
10,психиатры скажи мое будущее,2,4.0
10,психо метафизика,2,4.0
10,психоделическая,3,6.0
10,психоделический,2,4.0
10,психология,2,4.0
10,психушки,3,6.0
10,птица,8,10.0
10,птица будет,2,4.0
10,птица говорун,4,7.0
10,птица говорун отличается,2,4.0
10,птица говорун отличается умом и сообразительностью,6,9.0
10,птица лебедь,2,4.0
10,птицы,3,6.0
10,птицы летают,2,4.0
10,птичка привет,2,4.0
10,пуговкин,5,8.0
10,пуговкин 69,2,4.0
10,пуговкин зануда,2,4.0
10,пудель,2,4.0
10,пулевизатор,4,7.0
10,пупок,2,4.0
10,пупсик,14,13.0
10,пупсик мой сладкий пупсик давай за ручку поговори со мной,2,4.0
10,пупсик пупсик,3,6.0
10,пупсик пупсик пупсик,4,7.0
10,пупсик пупсик пупсик пупсик,2,4.0
10,пупсики,6,9.0
10,пусечка,3,6.0
10,пуси,4,7.0
10,пускай говорят,2,4.0
10,пустота,4,7.0
10,пусть,5,8.0
10,пусть бегут,2,4.0
10,пусть бегут неуклюже пешеходы по лужам,2,4.0
10,пусть все будет так как ты захочешь,2,4.0
10,путешествие в обратно я бы,2,4.0
10,пути нет,2,4.0
10,путин,68,21.0
10,путин вор,5,8.0
10,путин краб,6,9.0
10,путин ленин наших дней,2,4.0
10,путин может,2,4.0
10,путин может путин может все что угодно,2,4.0
10,путин мой лучший друг,2,4.0
10,путин путин,6,9.0
10,путин путин путин путин,2,4.0
10,путин чмо,3,6.0
10,путина в суд,3,6.0
10,путь,12,12.0
10,путь бесконечен,5,8.0
10,путь в бесконечность,2,4.0
10,путь крайности ведет к дворцу мудрости,2,4.0
10,пуфик,3,6.0
10,пушистые котики,3,6.0
10,пушкин наше все,2,4.0
10,пыль,2,4.0
10,пыль по полю,2,4.0
10,пыхнуть,3,6.0
10,пью пью,2,4.0
10,пьяные бесконечно,3,6.0
10,пятерка лучших,2,4.0
10,пятка,2,4.0
10,пять,8,10.0
10,р,6,9.0
10,работа,29,17.0
10,работа в перми,3,6.0
10,работа отстой,3,6.0
10,работает,23,16.0
10,работает оказывается,3,6.0
10,работаешь,10,12.0
10,работаешь или,2,4.0
10,работаешь или нет,2,4.0
10,работай,4,7.0
10,работай над собой,2,4.0
10,работай над собой и все будет хорошо,2,4.0
10,работаю,3,6.0
10,работаю с утра,2,4.0
10,работу,10,12.0
10,работы,6,9.0
10,рада,5,8.0
10,радио,13,13.0
10,радость,5,8.0
10,радость моя,5,8.0
10,радость радость,2,4.0
10,радуга,6,9.0
10,радуйся,4,7.0
10,раз,13,13.0
10,раз два,58,20.0
10,раз два раз два,3,6.0
10,раз два три,71,22.0
10,раз два три раз,7,10.0
10,раз два три раз два три,4,7.0
10,раз два три раз два три раз,2,4.0
10,раз два три четыре,9,11.0
10,раз два три четыре пять,13,13.0
10,раз два три четыре пять привет москва,2,4.0
10,раз два фредди,2,4.0
10,раз два фредди заберет тебя,5,8.0
10,раз раз,24,16.0
10,раз раз два три четыре,2,4.0
10,раз раз раз,21,15.0
10,раз раз раз раз раз два три,2,4.0
10,раз раз раз раз раз два три раз два три четыре,2,4.0
10,раз раз раз раз раз два три раз два три четыре пять раз два,2,4.0
10,разбирала,2,4.0
10,разве ты,2,4.0
10,разве ты не знаешь,3,6.0
10,развитие,3,6.0
10,развитие речи,2,4.0
10,разговаривает,9,11.0
10,разговариваешь,2,4.0
10,разговаривай,3,6.0
10,разговаривать,11,12.0
10,разговаривать не спрашивай не говори,2,4.0
10,разговор,2,4.0
10,раздельное питание,2,4.0
10,раздельное штанах,2,4.0
10,разложение,3,6.0
10,разобраться в себе,3,6.0
10,разрешили приехать к тебе,2,4.0
10,разрушили,2,4.0
10,разрушится,3,6.0
10,рай,4,7.0
10,рай на земле,3,6.0
10,районам,2,4.0
10,районам 7,2,4.0
10,рак,10,12.0
10,рак за,3,6.0
10,рак за руку,4,7.0
10,рак сунул,2,4.0
10,рам,3,6.0
10,рам рам я вернул 500 я вернулся я вернулся,2,4.0
10,раневская,2,4.0
10,рано или поздно подарил тебя,3,6.0
10,расима,2,4.0
10,распознавание речи,2,4.0
10,распределение,2,4.0
10,распродажа,5,8.0
10,расскажешь,2,4.0
10,расскажи,34,18.0
10,расскажи где была,2,4.0
10,расскажи где ты была,2,4.0
10,расскажи как,2,4.0
10,расскажи как дела,2,4.0
10,расскажи мне,16,14.0
10,расскажи мне все ответы,2,4.0
10,расскажи мне интересную историю,2,4.0
10,расскажи мне о себе,2,4.0
10,расскажи мне что-нибудь,2,4.0
10,расскажи о нем,2,4.0
10,расскажи о себе,2,4.0
10,расскажи пожалуйста,2,4.0
10,расскажи про,6,9.0
10,расскажи про вселенную,2,4.0
10,расскажи про ксюшу,2,4.0
10,расскажи про меня,3,6.0
10,рассказ,2,4.0
10,рассказ рохас,2,4.0
10,рассказать,4,7.0
10,рассказать тебе,2,4.0
10,рассказы,2,4.0
10,рассказывай,2,4.0
10,расслабленным если поток,2,4.0
10,расслабься,2,4.0
10,расстояние,3,6.0
10,расстояние между,2,4.0
10,расцветали,2,4.0
10,расцветали яблони и груши,4,7.0
10,расцветали яблони и груши поплыли туманы над рекой,2,4.0
10,реагирует на,3,6.0
10,реактор,2,4.0
10,реакция,2,4.0
10,ревалид,2,4.0
10,ревалид когда,2,4.0
10,реза хорошо шутит,2,4.0
10,рейс,4,7.0
10,реке рак,2,4.0
10,реклама,2,4.0
10,реклама реклама,2,4.0
10,реку,10,12.0
10,рекурсия,4,7.0
10,рекурсия рекурсия,3,6.0
10,рекурсия рекурсия рекурсия рекурсия,2,4.0
10,релевантность,3,6.0
10,релевантность яндекс,2,4.0
10,ремаркетинг это круто,2,4.0
10,ремонт,2,4.0
10,репетиция,2,4.0
10,реферат,9,11.0
10,реферат теперь,2,4.0
10,реферат теперь скажи,3,6.0
10,рефрижератор,5,8.0
10,рецепт,2,4.0
10,рецепт шубы,2,4.0
10,рецессия,2,4.0
10,речка,4,7.0
10,речка небо голубое,4,7.0
10,речка речка реченька,3,6.0
10,речке мяч,3,6.0
10,речке мяч в речку речку мячик,2,4.0
10,речку,2,4.0
10,речь,5,8.0
10,ржака,2,4.0
10,ржд,3,6.0
10,рикки-тикки-тави,2,4.0
10,рио,2,4.0
10,рис,3,6.0
10,рита,7,10.0
10,рита клип,2,4.0
10,рита клитор,3,6.0
10,ритм,2,4.0
10,рич бич,3,6.0
10,робот,11,12.0
10,робот и это здорого роботы,2,4.0
10,роботами,2,4.0
10,роботы,5,8.0
10,роботы будут вместе,3,6.0
10,роботы заполонили,2,4.0
10,ровно,2,4.0
10,ровно 9 пятница столица веселится,2,4.0
10,ровно 950,2,4.0
10,родилась,2,4.0
10,родимые,3,6.0
10,родной,2,4.0
10,роднуль вся,2,4.0
10,родня,14,13.0
10,родос,3,6.0
10,роды,4,7.0
10,рождение,2,4.0
10,рождения,34,18.0
10,рождения даша,2,4.0
10,рожь,2,4.0
10,роза,2,4.0
10,роза упала на лапу азора,3,6.0
10,розалия,3,6.0
10,рок,3,6.0
10,рома,4,7.0
10,ромашка,2,4.0
10,росказна,2,4.0
10,россии,4,7.0
10,российские,2,4.0
10,россию,2,4.0
10,россия,31,17.0
10,россия 2,2,4.0
10,россия 2045,2,4.0
10,россия нападает,2,4.0
10,россия победит,3,6.0
10,россия про себя,2,4.0
10,россия страна возможностей,2,4.0
10,рот закрой,4,7.0
10,рохас,3,6.0
10,рочестер,2,4.0
10,ртт,3,6.0
10,руб.,5,8.0
10,рубикон,2,4.0
10,рубрика,2,4.0
10,рузалия,3,6.0
10,рука,2,4.0
10,рукаве,2,4.0
10,руками,2,4.0
10,руки,3,6.0
10,рукоблуд,3,6.0
10,руководитель,2,4.0
10,рукожоп,2,4.0
10,руку,6,9.0
10,руку в реку,2,4.0
10,руку грека,4,7.0
10,руку грека цап,2,4.0
10,рулит,2,4.0
10,рус,3,6.0
10,руслан,6,9.0
10,руслан лучше всех,2,4.0
10,руснак,3,6.0
10,русская,4,7.0
10,русская смерть,4,7.0
10,русские сезоны,2,4.0
10,русский,8,10.0
10,русский сезон,7,10.0
10,русского,2,4.0
10,русского языка,2,4.0
10,русь,4,7.0
10,русь православная,3,6.0
10,русь святая,2,4.0
10,рутина,4,7.0
10,рыба,2,4.0
10,рыбка,5,8.0
10,рыжая,2,4.0
10,рыжая девушка,2,4.0
10,рыжий,4,7.0
10,рыжий кот,2,4.0
10,рыжий рыжий конопатый убил дедушку лопатой,2,4.0
10,рыжик,3,6.0
10,рэп,2,4.0
10,рэп цепи,2,4.0
10,рэп цепи шубы,2,4.0
10,рэп цепи шубы porsche,2,4.0
10,рюмка,3,6.0
10,рюмка водки,3,6.0
10,рюмка водки на столе,4,7.0
10,ряд,2,4.0
10,рядом,3,6.0
10,рязань,3,6.0
10,с,8,10.0
10,с вами,2,4.0
10,с днем,17,14.0
10,с днем рождения,14,13.0
10,с днем рождения гена,2,4.0
10,с днем рождения даша,2,4.0
10,с днем рождения тебя,2,4.0
10,с ним,2,4.0
10,с новым,2,4.0
10,с новым годом,4,7.0
10,с организмом,2,4.0
10,с планеты,2,4.0
10,с подвыподвертом,4,7.0
10,с тобой,19,14.0
10,с ума,3,6.0
10,с***,22,16.0
10,с*** б****,2,4.0
10,с*** вася,2,4.0
10,с*** любовь,3,6.0
10,с*** п***,3,6.0
10,с****,6,9.0
10,с*****,13,13.0
10,сабина,2,4.0
10,саван,2,4.0
10,сады,2,4.0
10,сайт,3,6.0
10,сайт крутая,2,4.0
10,салам,2,4.0
10,салова 21,3,6.0
10,салон,4,7.0
10,салоу,5,8.0
10,салют,7,10.0
10,салют 3,3,6.0
10,салют 51 салют салют,2,4.0
10,сам,7,10.0
10,сам не знаю,2,4.0
10,сам ты лох,2,4.0
10,сам ты наташа,3,6.0
10,сама,12,12.0
10,самара,3,6.0
10,самара на завтрак,2,4.0
10,самая,23,16.0
10,самая красивая,7,10.0
10,самая крутая,2,4.0
10,самая лучшая,11,12.0
10,самая офигенная,2,4.0
10,самое,6,9.0
10,самое главное,2,4.0
10,самое длинное русское слово,2,4.0
10,самое забавное на земле,2,4.0
10,самое лучшее,4,7.0
10,самолет,4,7.0
10,самосознание,2,4.0
10,самосознания,4,7.0
10,самоубийство,3,6.0
10,самоубийца,3,6.0
10,самоубийца самоубийца,2,4.0
10,самые,7,10.0
10,самые красивые,2,4.0
10,самые красивые девушки москвы,2,4.0
10,самые лучшие,2,4.0
10,самые лучшие шутки,5,8.0
10,самый,19,14.0
10,самый лучший,9,11.0
10,самый лучший день,2,4.0
10,самый отвратительный человек,2,4.0
10,самых честных,2,4.0
10,сандра,3,6.0
10,сандра крету,2,4.0
10,саншайн,3,6.0
10,саня,5,8.0
10,саня быков,2,4.0
10,саня лох,7,10.0
10,сапоги,3,6.0
10,сапсан,2,4.0
10,саратов,4,7.0
10,сасай,7,10.0
10,сасай сасай рональд,2,4.0
10,сатана,5,8.0
10,сатанистская выкатилась из телесериала сосиску,2,4.0
10,сахалин,2,4.0
10,сахар,2,4.0
10,сахара,2,4.0
10,сахарный соски,2,4.0
10,сахарова,3,6.0
10,саша,33,18.0
10,саша иди сюда,2,4.0
10,саша какашка,3,6.0
10,саша лох,2,4.0
10,саша молодец,7,10.0
10,саша написал книгу,2,4.0
10,саша по шоссе,8,10.0
10,саша по шоссе и сосала сушку,2,4.0
10,саша саша саша,2,4.0
10,саша состоит из риса,2,4.0
10,саша ты где,3,6.0
10,саша ты тупая,2,4.0
10,сашка,4,7.0
10,сашка какашка,4,7.0
10,сашуль,2,4.0
10,сашуля,13,13.0
10,сашуля сашуля,3,6.0
10,сбербанк,4,7.0
10,сбербанк картошка фильм холодное сердце,2,4.0
10,сбрил брови сыну,3,6.0
10,св девицы под окном,2,4.0
10,св девицы под окном пряли поздно вечерком,2,4.0
10,свадьба,3,6.0
10,свадьба была группа,2,4.0
10,свадьба в стиле,3,6.0
10,свами,2,4.0
10,свербит мои мозги,3,6.0
10,свершение,2,4.0
10,свершение великих побед,2,4.0
10,свет,17,14.0
10,света,45,19.0
10,света с днем,4,7.0
10,света с днем рождения,2,4.0
10,света ты лучше всех,2,4.0
10,светлана,34,18.0
10,светлана баскова,2,4.0
10,светлана бобкова,3,6.0
10,светлана владимир,2,4.0
10,светлана владимир вместе,2,4.0
10,светлана папа,2,4.0
10,светлана папку,3,6.0
10,светлана попкова,4,7.0
10,светлана попкова михеев владимир,2,4.0
10,светлана попкова михеев владимир светлана попова,2,4.0
10,светлана попова,8,10.0
10,светлана светлана,2,4.0
10,светличная веселье,2,4.0
10,светлячок,2,4.0
10,светочка,2,4.0
10,свеча,2,4.0
10,свечи,2,4.0
10,свидание,2,4.0
10,свидания,10,12.0
10,свиноматка,2,4.0
10,свиристели,3,6.0
10,свичкова,7,10.0
10,свобода,3,6.0
10,свобода самовыражения,3,6.0
10,свобода это рай,2,4.0
10,свободная касса,5,8.0
10,свободная касса проходит,2,4.0
10,свободный,2,4.0
10,свободу попугаям,2,4.0
10,своего мужа,2,4.0
10,своей,2,4.0
10,свои,4,7.0
10,свомпи,2,4.0
10,свою,7,10.0
10,свою зайку,2,4.0
10,свою любовь,2,4.0
10,свою маму,2,4.0
10,свою семью,2,4.0
10,своя свадьба,2,4.0
10,связь,8,10.0
10,связь восстановлена,2,4.0
10,святослав,2,4.0
10,священная,2,4.0
10,сделаем,2,4.0
10,сделал,4,7.0
10,сделано,2,4.0
10,сделать,5,8.0
10,сдохни,6,9.0
10,сдохни жирная,2,4.0
10,сдохни сдохни,3,6.0
10,сдохни тварь,3,6.0
10,себе,4,7.0
10,себя,6,9.0
10,северная пенсия,3,6.0
10,северное сияние,3,6.0
10,сегодня,58,20.0
10,сегодня был,2,4.0
10,сегодня был хороший день,2,4.0
10,сегодня вернется,3,6.0
10,сегодня вернется скажи страшно страшно скажи страшно вернется кто кто,2,4.0
10,сегодня воскресенье,3,6.0
10,сегодня выгляжу,2,4.0
10,сегодня день,9,11.0
10,сегодня должен быть,2,4.0
10,сегодня может,2,4.0
10,сегодня можете отписаться от меня,4,7.0
10,сегодня можете отписываться от меня,2,4.0
10,сегодня можно,2,4.0
10,сегодня ночь,2,4.0
10,сегодня очень,4,7.0
10,сегодня очень холодно,3,6.0
10,сегодня прекрасная погода,2,4.0
10,сегодня прекрасный день,2,4.0
10,сегодня пятница,2,4.0
10,сегодня пятница какие у тебя планы на вечер,2,4.0
10,сегодня сегодня пришли на выставку она ищет работу,2,4.0
10,сегодня солнечный день,2,4.0
10,сегодня суббота,3,6.0
10,сегодня теплее чем вчера москва я люблю тебя привет питер привет,2,4.0
10,сегодня у всех,2,4.0
10,сегодня у всех все будет хорошо,2,4.0
10,сегодня утром 23,2,4.0
10,седан,9,11.0
10,седан баклажан,2,4.0
10,сезон,5,8.0
10,сейчас,23,16.0
10,сейчас на улице холодно,2,4.0
10,сейчас птиц,2,4.0
10,сейчас птица будет,2,4.0
10,сейчас птица будет говорить,2,4.0
10,сейчас я,2,4.0
10,секс,38,18.0
10,секс android,3,6.0
10,секс и п*****,2,4.0
10,секс секс с***,2,4.0
10,секс секс секс,3,6.0
10,секс секс секс секс секс секс,2,4.0
10,сексуальный,3,6.0
10,секта юлия,3,6.0
10,селен,17,14.0
10,селена,2,4.0
10,селычка,2,4.0
10,семена,2,4.0
10,семенов,4,7.0
10,семь дней,2,4.0
10,семь часов,2,4.0
10,семью,4,7.0
10,семья,8,10.0
10,семья здоровье,2,4.0
10,семья это,2,4.0
10,семён,3,6.0
10,семён урод,2,4.0
10,семёнов,3,6.0
10,сервер наше все,2,4.0
10,сергеевна,5,8.0
10,сергей,15,14.0
10,сергей и женя пришли посмотреть на это а тут фигня,2,4.0
10,сердце,12,12.0
10,серега,14,13.0
10,серега вязался в школьный уголок,2,4.0
10,серега серега,7,10.0
10,серега серега серега,3,6.0
10,серега серега серега серега серега серега,2,4.0
10,сереж,2,4.0
10,сережа,30,17.0
10,сережа босс,2,4.0
10,сережа привет,2,4.0
10,сережа привет как дела,2,4.0
10,сережа тоже,3,6.0
10,сережа чмо,5,8.0
10,сережка,2,4.0
10,сережка медведев,2,4.0
10,сережка медведь,3,6.0
10,сериал,10,12.0
10,серия,7,10.0
10,серый лед,2,4.0
10,серьезно,2,4.0
10,серёжа,2,4.0
10,серёжа серёжа,2,4.0
10,серёжа серёжа серёжа,3,6.0
10,серёжу,2,4.0
10,сех,2,4.0
10,сибири,2,4.0
10,сибирская,8,10.0
10,сибирская 3,2,4.0
10,сибирская средневековье,2,4.0
10,сибирское,3,6.0
10,сигнализация,4,7.0
10,сидел кузнечик,2,4.0
10,сидеть лежать,2,4.0
10,сидеть лежать стоять,2,4.0
10,сиди жди,3,6.0
10,сидр,6,9.0
10,сила,8,10.0
10,сила света,7,10.0
10,сильно,2,4.0
10,сильный,3,6.0
10,сильный мороз,2,4.0
10,сима,3,6.0
10,симметричный диметилгидразин,3,6.0
10,симонин семён,2,4.0
10,симптом пам пам пам пам,2,4.0
10,сингапур,2,4.0
10,сингапур состоит из одного большого острова,2,4.0
10,сингуляр,5,8.0
10,сингулярность,10,12.0
10,сингулярность планеты земля марс,2,4.0
10,синие,2,4.0
10,синий,4,7.0
10,синий потолок,3,6.0
10,синистер,3,6.0
10,синоним,2,4.0
10,синхрофазотрон,19,14.0
10,синхрофазотрон привет здравствуйте,2,4.0
10,сиреневенький,8,10.0
10,сиреневенький бронетранспортер,3,6.0
10,сирены,5,8.0
10,сири,4,7.0
10,сирия,5,8.0
10,сироватка,2,4.0
10,система,8,10.0
10,системные предложения,2,4.0
10,системы,3,6.0
10,сисяндры,3,6.0
10,ситниченко,2,4.0
10,ситниченко владимир георгиевич подожди,2,4.0
10,скажешь,5,8.0
10,скажи,74,22.0
10,скажи еще что-нибудь,4,7.0
10,скажи ка,4,7.0
10,скажи ка дядя,5,8.0
10,скажи ка дядя ведь недаром,4,7.0
10,скажи ка дядя ведь недаром москва спаленная,3,6.0
10,скажи ка дядя ведь недаром москва спаленная пожаром,3,6.0
10,скажи ка дядя ведь недаром москва спаленная пожаром французу отдана,3,6.0
10,скажи ка дядя ведь недаром москва спаленная пожаром французу отдана ведь были схватки боевые да говорят еще какие,2,4.0
10,скажи ка дядя ведь недаром москва спаленная пожаром французу отдана ведь были схватки боевые да говорят еще какие недаром,2,4.0
10,скажи ка дядя ведь недаром москва спаленная пожаром французу отдана ведь были схватки боевые да говорят еще какие недаром помнит вся россия,2,4.0
10,скажи ка дядя ведь недаром москва спаленная пожаром французу отдана ведь были схватки боевые да говорят еще какие недаром помнит вся россия про день бородина,2,4.0
10,скажи м****,2,4.0
10,скажи мне,16,14.0
10,скажи мне должен ли никита,2,4.0
10,скажи мне кто твой папочка,2,4.0
10,скажи мне правду,2,4.0
10,скажи мне про,2,4.0
10,скажи мне что,2,4.0
10,скажи мне что такое,2,4.0
10,скажи мне что такое жизнь,2,4.0
10,скажи мне что такое смерть,2,4.0
10,скажи мне что-нибудь,3,6.0
10,скажи нам,2,4.0
10,скажи нам правду,2,4.0
10,скажи нам что-нибудь,2,4.0
10,скажи обязательно,2,4.0
10,скажи одно,2,4.0
10,скажи папа,2,4.0
10,скажи пожалуйста,8,10.0
10,скажи пожалуйста катька дура,3,6.0
10,скажи пожалуйста когда мы поедем домой,2,4.0
10,скажи пожалуйста программа афиша уже закончилась или нет,2,4.0
10,скажи россии,3,6.0
10,скажи что,7,10.0
10,скажи что с тобой делать,2,4.0
10,скажи что-нибудь,36,18.0
10,скажи что-нибудь в микрофон,2,4.0
10,скажи я тебя люблю,2,4.0
10,сказал,14,13.0
10,сказала,3,6.0
10,сказать,12,12.0
